event,phase,id,action,player,amount,private,who,percentage,company,round,source,direction,old_price,new_price,location,tile,rotation,train,route,per_share,num_shares,old_train,new_train
,,1138,TokenSkipped,,,,,,C,,,,,,,,,,,,,,
,,1139,TrainRan,,240,,,,C,,,,,,,,,6,H18-G17-G19-F20-E19-E11,,,,
,,1140,DividendPayed,,240,,,,C,,,,,,,,,,,24,,,
SharePriceMove,,1141,,,,,,,C,,,right,140,155,,,,,,,,,
,,1142,Passed,,,,NYC,,,,,,,,,,,,,,,,
,,1143,PrivateBuySkipped,,,,,,C,,,,,,,,,,,,,,
CompanyOperated,,1144,,e,,,,,B&O,,,,,,,,,,,,,,
,,1145,TilePlaced,,,,,,O,,,,,,I13,9,1,,,,,,
,,1146,TokenSkipped,,,,,,O,,,,,,,,,,,,,,
,,1147,TrainRan,,220,,,,O,,,,,,,,,5,K13-J14-I15-H16-H18,,,,
,,1148,DividendPayed,,220,,,,O,,,,,,,,,,,22,,,
SharePriceMove,,1149,,,,,,,O,,,right,110,120,,,,,,,,,
,,1150,TrainBought,,22,,,,O,,CPR,,,,,,,D,,,,,
,,1151,PrivateBuySkipped,,,,,,O,,,,,,,,,,,,,,
CompanyOperated,,1152,,y,,,,,ERIE,,,,,,,,,,,,,,
,,1153,TilePlaced,,,,,,E,,,,,,D18,23,1,,,,,,
,,1154,TokenSkipped,,,,,,E,,,,,,,,,,,,,,
,,1155,TrainRan,,220,,,,E,,,,,,,,,5,F2-H4-F10-E11-E23,,,,
,,1156,DividendPayed,,220,,,,E,,,,,,,,,,,22,,,
SharePriceMove,,1157,,,,,,,E,,,right,82,90,,,,,,,,,
,,1158,Passed,,,,ERIE,,,,,,,,,,,,,,,,
,,1159,PrivateBuySkipped,,,,,,E,,,,,,,,,,,,,,
CompanyOperated,,1160,,y,,,,,PRR,,,,,,,,,,,,,,
,,1161,TilePlaced,,,,,,R,,,,,,H6,20,0,,,,,,
,,1162,TokenSkipped,,,,,,R,,,,,,,,,,,,,,
,,1163,TrainRan,,210,,,,R,,,,,,,,,D,F2-H4-H10-H12-I15,,,,
,,1164,DividendPayed,,210,,,,R,,,,,,,,,,,21,,,
SharePriceMove,,1165,,,,,,,R,,,right,75,80,,,,,,,,,
,,1166,Passed,,,,PRR,,,,,,,,,,,,,,,,
,,1167,PrivateBuySkipped,,,,,,R,,,,,,,,,,,,,,
CompanyOperated,,1168,,e,,,,,CPR,,,,,,,,,,,,,,
,,1169,TilePlaced,,,,,,R,,,,,,B10 (Barrie),14,2,,,,,,
,,1170,TokenSkipped,,,,,,R,,,,,,,,,,,,,,
,,1171,TrainSkipped,,,,,,R,,,,,,,,,,,,,,
,,1172,RunTrainSkipped,,,,,,R,,,,,,,,,,,,,,
SharePriceMove,,1173,,,,,,,R,,,left,63,54,,,,,,,,,
,,1174,TrainBought,,20,,,,R,,B&O,,,,,,,5,,,,,
,,1175,Passed,,,,CPR,,,,,,,,,,,,,,,,
,,1176,PrivateBuySkipped,,,,,,R,,,,,,,,,,,,,,
CompanyOperated,,1177,,y,,,,,B&M,,,,,,,,,,,,,,
,,1178,TilePlaced,,,,,,M,,,,,,D20,24,5,,,,,,
,,1179,TokenSkipped,,,,,,M,,,,,,,,,,,,,,
,,1180,TrainRan,,120,,,,M,,,,,,,,,D,E11-E23-F24,,,,
,,1181,DividendPayed,,120,,,,M,,,,,,,,,,,12,,,
SharePriceMove,,1182,,,,,,,M,,,right,63,67,,,,,,,,,
,,1183,TrainBuySkipped,,,,,,M,,,,,,,,,,,,,,
,,1184,PrivateBuySkipped,,,,,,M,,,,,,,,,,,,,,
CompanyOperated,,1185,,n,,,,,NYNH,,,,,,,,,,,,,,
,,1186,TilePlaced,,,,,,H,,,,,,F18,42,0,,,,,,
,,1187,TokenSkipped,,,,,,H,,,,,,,,,,,,,,
,,1188,TrainRan,,210,,,,H,,,,,,,,,5,G19-G17-H18-I19-I15,,,,
,,1189,DividendPayed,,210,,,,H,,,,,,,,,,,21,,,
SharePriceMove,,1190,,,,,,,H,,,right,54,63,,,,,,,,,
,,1191,Passed,,,,NYNH,,,,,,,,,,,,,,,,
,,1192,PrivateBuySkipped,,,,,,H,,,,,,,,,,,,,,
OperatingRound,,1193,,,,,,,,8.2,,,,,,,,,,,,,
CompanyOperated,,1194,,y,,,,,C&O,,,,,,,,,,,,,,
,,1195,TilePlaced,,,,,,O,,,,,,G9,28,0,,,,,,
,,1196,TokenSkipped,,,,,,O,,,,,,,,,,,,,,
,,1197,TrainRan,,250,,,,O,,,,,,,,,6,G19-G17-H18-I19-H16-I15,,,,
,,1198,DividendPayed,,250,,,,O,,,,,,,,,,,25,,,
SharePriceMove,,1199,,,,,,,O,,,right,170,185,,,,,,,,,
,,1200,Passed,,,,O,,,,,,,,,,,,,,,,
,,1201,PrivateBuySkipped,,,,,,O,,,,,,,,,,,,,,
CompanyOperated,,1202,,n,,,,,NYC,,,,,,,,,,,,,,
,,1203,TilePlaced,,,,,,C,,,,,,D20,42,2,,,,,,
,,1204,TokenSkipped,,,,,,C,,,,,,,,,,,,,,
,,1205,TrainRan,,240,,,,C,,,,,,,,,6,H18-G17-G19-F20-E19-E11,,,,
,,1206,DividendPayed,,240,,,,C,,,,,,,,,,,24,,,
SharePriceMove,,1207,,,,,,,C,,,right,155,170,,,,,,,,,
,,1208,Passed,,,,NYC,,,,,,,,,,,,,,,,
,,1209,PrivateBuySkipped,,,,,,C,,,,,,,,,,,,,,
CompanyOperated,,1210,,e,,,,,B&O,,,,,,,,,,,,,,
,,1211,TilePlaced,,,,,,O,,,,,,I13,23,1,,,,,,
,,1212,TokenSkipped,,,,,,O,,,,,,,,,,,,,,
,,1213,TrainRan,,370,,,,O,,,,,,,,,D,K13-J14-I15-H16-I19-H18-G17-G19-F20-E19,,,,
,,1214,DividendPayed,,370,,,,O,,,,,,,,,,,37,,,
SharePriceMove,,1215,,,,,,,O,,,right,120,130,,,,,,,,,
,,1216,Passed,,,,O,,,,,,,,,,,,,,,,
,,1217,PrivateBuySkipped,,,,,,O,,,,,,,,,,,,,,
CompanyOperated,,1218,,y,,,,,ERIE,,,,,,,,,,,,,,
,,1219,TilePlaced,,,,,,E,,,,,,G9,39,4,,,,,,
,,1220,TokenSkipped,,,,,,E,,,,,,,,,,,,,,
,,1221,TrainRan,,220,,,,E,,,,,,,,,5,F2-H4-F10-E11-E23,,,,
,,1222,DividendPayed,,220,,,,E,,,,,,,,,,,22,,,
SharePriceMove,,1223,,,,,,,E,,,right,90,100,,,,,,,,,
,,1224,Passed,,,,ERIE,,,,,,,,,,,,,,,,
,,1225,PrivateBuySkipped,,,,,,E,,,,,,,,,,,,,,
CompanyOperated,,1226,,y,,,,,PRR,,,,,,,,,,,,,,
,,1227,TilePlaced,,,,,,R,,,,,,I3,8,0,,,,,,
,,1228,TokenSkipped,,,,,,R,,,,,,,,,,,,,,
,,1229,TrainRan,,210,,,,R,,,,,,,,,D,F2-H4-H10-H12-I15,,,,
,,1230,DividendPayed,,210,,,,R,,,,,,,,,,,21,,,
SharePriceMove,,1231,,,,,,,R,,,up,80,90,,,,,,,,,
,,1232,Passed,,,,PRR,,,,,,,,,,,,,,,,
,,1233,PrivateBuySkipped,,,,,,R,,,,,,,,,,,,,,
CompanyOperated,,1234,,y,,,,,B&M,,,,,,,,,,,,,,
,,1235,TilePlaced,,,,,,M,,,,,,D18,47,1,,,,,,
,,1236,TokenSkipped,,,,,,M,,,,,,,,,,,,,,
,,1237,TrainRan,,120,,,,M,,,,,,,,,D,E11-E23-F24,,,,
,,1238,DividendPayed,,120,,,,M,,,,,,,,,,,12,,,
SharePriceMove,,1239,,,,,,,M,,,right,67,69,,,,,,,,,
,,1240,TrainBuySkipped,,,,,,M,,,,,,,,,,,,,,
,,1241,PrivateBuySkipped,,,,,,M,,,,,,,,,,,,,,
CompanyOperated,,1242,,n,,,,,NYNH,,,,,,,,,,,,,,
,,1243,TilePlaced,,,,,,H,,,,,,F14,19,5,,,,,,
,,1244,TokenSkipped,,,,,,H,,,,,,,,,,,,,,
,,1245,TrainRan,,210,,,,H,,,,,,,,,5,G19-G17-H18-I19-I15,,,,
,,1246,DividendWithheld,,210,,,,H,,,,,,,,,,,,,,
SharePriceMove,,1247,,,,,,,H,,,left,63,54,,,,,,,,,
,,1248,Passed,,,,NYNH,,,,,,,,,,,,,,,,
,,1249,PrivateBuySkipped,,,,,,H,,,,,,,,,,,,,,
CompanyOperated,,1250,,e,,,,,CPR,,,,,,,,,,,,,,
,,1251,TilePlaced,,,,,,R,,,,,,C9,8,3,,,,,,
,,1252,TokenSkipped,,,,,,R,,,,,,,,,,,,,,
,,1253,TrainRan,,150,,,,R,,,,,,,,,5,A19-B16-C15-B10-A11,,,,
,,1254,DividendPayed,,150,,,,R,,,,,,,,,,,15,,,
SharePriceMove,,1255,,,,,,,R,,,right,54,63,,,,,,,,,
,,1256,Passed,,,,CPR,,,,,,,,,,,,,,,,
,,1257,PrivateBuySkipped,,,,,,R,,,,,,,,,,,,,,
OperatingRound,,1258,,,,,,,,8.3,,,,,,,,,,,,,
CompanyOperated,,1259,,y,,,,,C&O,,,,,,,,,,,,,,
,,1260,Passed,,,,O,,,,,,,,,,,,,,,,
,,1261,TokenSkipped,,,,,,O,,,,,,,,,,,,,,
,,1262,TrainRan,,250,,,,O,,,,,,,,,6,G19-G17-H18-I19-H16-I15,,,,
,,1263,DividendPayed,,250,,,,O,,,,,,,,,,,25,,,
SharePriceMove,,1264,,,,,,,O,,,right,185,200,,,,,,,,,
,,1265,Passed,,,,O,,,,,,,,,,,,,,,,
,,1266,PrivateBuySkipped,,,,,,O,,,,,,,,,,,,,,
CompanyOperated,,1267,,n,,,,,NYC,,,,,,,,,,,,,,
,,1268,TilePlaced,,,,,,C,,,,,,F14,45,5,,,,,,
,,1269,TokenSkipped,,,,,,C,,,,,,,,,,,,,,
,,1270,TrainRan,,240,,,,C,,,,,,,,,6,H18-G17-G19-F20-E19-E11,,,,
,,1271,DividendPayed,,240,,,,C,,,,,,,,,,,24,,,
SharePriceMove,,1272,,,,,,,C,,,right,170,185,,,,,,,,,
,,1273,Passed,,,,NYC,,,,,,,,,,,,,,,,
,,1274,PrivateBuySkipped,,,,,,C,,,,,,,,,,,,,,
CompanyOperated,,1275,,e,,,,,B&O,,,,,,,,,,,,,,
,,1276,Passed,,,,O,,,,,,,,,,,,,,,,
,,1277,TokenSkipped,,,,,,O,,,,,,,,,,,,,,
,,1278,TrainRan,,370,,,,O,,,,,,,,,D,K13-J14-I15-H16-I19-H18-G17-G19-F20-E19,,,,
,,1279,DividendPayed,,370,,,,O,,,,,,,,,,,37,,,
SharePriceMove,,1280,,,,,,,O,,,up,130,155,,,,,,,,,
,,1281,Passed,,,,O,,,,,,,,,,,,,,,,
,,1282,PrivateBuySkipped,,,,,,O,,,,,,,,,,,,,,
CompanyOperated,,1283,,y,,,,,ERIE,,,,,,,,,,,,,,
,,1284,Passed,,,,ERIE,,,,,,,,,,,,,,,,
,,1285,TokenSkipped,,,,,,E,,,,,,,,,,,,,,
,,1286,TrainRan,,220,,,,E,,,,,,,,,5,F2-H4-F10-E11-E23,,,,
,,1287,DividendPayed,,220,,,,E,,,,,,,,,,,22,,,
SharePriceMove,,1288,,,,,,,E,,,right,100,110,,,,,,,,,
,,1289,Passed,,,,ERIE,,,,,,,,,,,,,,,,
,,1290,PrivateBuySkipped,,,,,,E,,,,,,,,,,,,,,
CompanyOperated,,1291,,y,,,,,PRR,,,,,,,,,,,,,,
,,1292,TilePlaced,,,,,,R,,,,,,H6,44,0,,,,,,
,,1293,TokenSkipped,,,,,,R,,,,,,,,,,,,,,
,,1294,TrainRan,,210,,,,R,,,,,,,,,D,F2-H4-H10-H12-I15,,,,
,,1295,DividendPayed,,210,,,,R,,,,,,,,,,,21,,,
SharePriceMove,,1296,,,,,,,R,,,right,90,100,,,,,,,,,
,,1297,Passed,,,,PRR,,,,,,,,,,,,,,,,
,,1298,PrivateBuySkipped,,,,,,R,,,,,,,,,,,,,,
CompanyOperated,,1299,,y,,,,,B&M,,,,,,,,,,,,,,
,,1300,TilePlaced,,,,,,M,,,,,,E21,40,0,,,,,,
,,1301,TokenSkipped,,,,,,M,,,,,,,,,,,,,,
,,1302,TrainRan,,120,,,,M,,,,,,,,,D,E11-E23-F24,,,,
,,1303,DividendPayed,,120,,,,M,,,,,,,,,,,12,,,
SharePriceMove,,1304,,,,,,,M,,,right,69,70,,,,,,,,,
,,1305,TrainBuySkipped,,,,,,M,,,,,,,,,,,,,,
,,1306,PrivateBuySkipped,,,,,,M,,,,,,,,,,,,,,
CompanyOperated,,1307,,e,,,,,CPR,,,,,,,,,,,,,,
,,1308,Passed,,,,CPR,,,,,,,,,,,,,,,,
,,1309,TokenSkipped,,,,,,R,,,,,,,,,,,,,,
,,1310,TrainRan,,150,,,,R,,,,,,,,,5,A19-B16-C15-B10-A11,,,,
,,1311,DividendWithheld,,150,,,,R,,,,,,,,,,,,,,
SharePriceMove,,1312,,,,,,,R,,,left,63,54,,,,,,,,,
,,1313,Passed,,,,CPR,,,,,,,,,,,,,,,,
,,1314,PrivateBuySkipped,,,,,,R,,,,,,,,,,,,,,
CompanyOperated,,1315,,n,,,,,NYNH,,,,,,,,,,,,,,
,,1316,TilePlaced,,,,,,H,,,,,,E15,45,3,,,,,,
,,1317,TokenSkipped,,,,,,H,,,,,,,,,,,,,,
,,1318,TrainRan,,210,,,,H,,,,,,,,,5,G19-G17-H18-I19-I15,,,,
,,1319,DividendWithheld,,210,,,,H,,,,,,,,,,,,,,
SharePriceMove,,1320,,,,,,,H,,,left,54,45,,,,,,,,,
,,1321,Passed,,,,NYNH,,,,,,,,,,,,,,,,
,,1322,PrivateBuySkipped,,,,,,H,,,,,,,,,,,,,,
StockRound,,1323,,,,,,,,9,,,,,,,,,,,,,
,,1324,Passed,,,,JuicyBerry,,,,,,,,,,,,,,,,
,,1325,ShareBought,e,155,,,10,B&O,,market,,,,,,,,,,,,
,,1326,SellSharesSkipped,e,,,,,,,,,,,,,,,,,,,
,,1327,ShareBought,y,54,,,10,CPR,,market,,,,,,,,,,,,
,,1328,SellSharesSkipped,y,,,,,,,,,,,,,,,,,,,
,,1329,SharesSold,n,140,,,,B&M,,,,,,,,,,,,2,,
,,1330,ShareBought,n,90,,,10,CPR,,IPO,,,,,,,,,,,,
,,1331,Passed,,,,JuicyBerry,,,,,,,,,,,,,,,,
,,1332,ShareBought,e,70,,,10,B&M,,market,,,,,,,,,,,,
,,1333,SellSharesSkipped,e,,,,,,,,,,,,,,,,,,,
,,1334,ShareBought,y,70,,,10,B&M,,market,,,,,,,,,,,,
,,1335,SellSharesSkipped,y,,,,,,,,,,,,,,,,,,,
,,1336,Passed,,,,leesin,,,,,,,,,,,,,,,,
,,1337,Passed,,,,JuicyBerry,,,,,,,,,,,,,,,,
,,1338,Passed,,,,KingZombie,,,,,,,,,,,,,,,,
,,1339,Passed,,,,JibJibMonkey,,,,,,,,,,,,,,,,
SharePriceMove,,1340,,,,,,,O,,,up,200,240,,,,,,,,,
SharePriceMove,,1341,,,,,,,C,,,up,185,220,,,,,,,,,
SharePriceMove,,1342,,,,,,,O,,,up,155,180,,,,,,,,,
SharePriceMove,,1343,,,,,,,E,,,up,110,125,,,,,,,,,
SharePriceMove,,1344,,,,,,,R,,,up,100,110,,,,,,,,,
SharePriceMove,,1345,,,,,,,M,,,up,70,75,,,,,,,,,
SharePriceMove,,1346,,,,,,,R,,,up,54,58,,,,,,,,,
SharePriceMove,,1347,,,,,,,H,,,up,45,50,,,,,,,,,
PriorityDeal,,1348,,leesin,,,,,,,,,,,,,,,,,,,
OperatingRound,,1349,,,,,,,,9.1,,,,,,,,,,,,,
CompanyOperated,,1350,,y,,,,,C&O,,,,,,,,,,,,,,
,,1351,Passed,,,,O,,,,,,,,,,,,,,,,
,,1352,TokenSkipped,,,,,,O,,,,,,,,,,,,,,
,,1353,TrainRan,,250,,,,O,,,,,,,,,6,G19-G17-H18-I19-H16-I15,,,,
,,1354,DividendPayed,,250,,,,O,,,,,,,,,,,25,,,
SharePriceMove,,1355,,,,,,,O,,,right,240,260,,,,,,,,,
,,1356,Passed,,,,O,,,,,,,,,,,,,,,,
,,1357,PrivateBuySkipped,,,,,,O,,,,,,,,,,,,,,
CompanyOperated,,1358,,n,,,,,NYC,,,,,,,,,,,,,,
,,1359,Passed,,,,NYC,,,,,,,,,,,,,,,,
,,1360,TokenSkipped,,,,,,C,,,,,,,,,,,,,,
,,1361,TrainRan,,240,,,,C,,,,,,,,,6,H18-G17-G19-F20-E19-E11,,,,
,,1362,DividendPayed,,240,,,,C,,,,,,,,,,,24,,,
SharePriceMove,,1363,,,,,,,C,,,right,220,240,,,,,,,,,
,,1364,Passed,,,,NYC,,,,,,,,,,,,,,,,
,,1365,PrivateBuySkipped,,,,,,C,,,,,,,,,,,,,,
CompanyOperated,,1366,,e,,,,,B&O,,,,,,,,,,,,,,
,,1367,Passed,,,,O,,,,,,,,,,,,,,,,
,,1368,TokenSkipped,,,,,,O,,,,,,,,,,,,,,
,,1369,TrainRan,,370,,,,O,,,,,,,,,D,K13-J14-I15-H16-I19-H18-G17-G19-F20-E19,,,,
,,1370,DividendPayed,,370,,,,O,,,,,,,,,,,37,,,
SharePriceMove,,1371,,,,,,,O,,,right,180,200,,,,,,,,,
,,1372,Passed,,,,O,,,,,,,,,,,,,,,,
,,1373,PrivateBuySkipped,,,,,,O,,,,,,,,,,,,,,
CompanyOperated,,1374,,y,,,,,ERIE,,,,,,,,,,,,,,
,,1375,Passed,,,,ERIE,,,,,,,,,,,,,,,,
,,1376,TokenSkipped,,,,,,E,,,,,,,,,,,,,,
,,1377,TrainRan,,220,,,,E,,,,,,,,,5,F2-H4-F10-E11-E23,,,,
,,1378,DividendPayed,,220,,,,E,,,,,,,,,,,22,,,
SharePriceMove,,1379,,,,,,,E,,,right,125,140,,,,,,,,,
,,1380,Passed,,,,ERIE,,,,,,,,,,,,,,,,
,,1381,PrivateBuySkipped,,,,,,E,,,,,,,,,,,,,,
CompanyOperated,,1382,,y,,,,,PRR,,,,,,,,,,,,,,
,,1383,TilePlaced,,,,,,R,,,,,,I9,8,1,,,,,,
,,1384,TokenSkipped,,,,,,R,,,,,,,,,,,,,,
,,1385,TrainRan,,210,,,,R,,,,,,,,,D,F2-H4-H10-H12-I15,,,,
,,1386,DividendPayed,,210,,,,R,,,,,,,,,,,21,,,
SharePriceMove,,1387,,,,,,,R,,,right,110,120,,,,,,,,,
,,1388,Passed,,,,PRR,,,,,,,,,,,,,,,,
,,1389,PrivateBuySkipped,,,,,,R,,,,,,,,,,,,,,
CompanyOperated,,1390,,y,,,,,B&M,,,,,,,,,,,,,,
,,1391,Passed,,,,M,,,,,,,,,,,,,,,,
,,1392,TokenSkipped,,,,,,M,,,,,,,,,,,,,,
,,1393,TrainRan,,120,,,,M,,,,,,,,,D,E11-E23-F24,,,,
,,1394,DividendPayed,,120,,,,M,,,,,,,,,,,12,,,
SharePriceMove,,1395,,,,,,,M,,,right,75,80,,,,,,,,,
,,1396,TrainBuySkipped,,,,,,M,,,,,,,,,,,,,,
,,1397,PrivateBuySkipped,,,,,,M,,,,,,,,,,,,,,
CompanyOperated,,1398,,e,,,,,CPR,,,,,,,,,,,,,,
,,1399,TilePlaced,,,,,,d,,,,,,D10 (Hamilton & Toronto),59,0,,,,,,
,,1400,TokenPlaced,,,,,,R,,,,,,B10 (Barrie)  for $40,,,,,,,,
,,1401,TrainRan,,150,,,,R,,,,,,,,,5,A19-B16-C15-B10-A11,,,,
,,1402,DividendPayed,,150,,,,R,,,,,,,,,,,15,,,
SharePriceMove,,1403,,,,,,,R,,,right,58,65,,,,,,,,,
,,1404,Passed,,,,CPR,,,,,,,,,,,,,,,,
,,1405,PrivateBuySkipped,,,,,,R,,,,,,,,,,,,,,
CompanyOperated,,1406,,n,,,,,NYNH,,,,,,,,,,,,,,
,,1407,TilePlaced,,,,,,d,,,,,,G15,8,2,,,,,,
,,1408,TokenSkipped,,,,,,H,,,,,,,,,,,,,,
,,1409,TrainRan,,220,,,,H,,,,,,,,,5,G19-G17-E19-G19-F20,,,,
,,1410,DividendWithheld,,220,,,,H,,,,,,,,,,,,,,
SharePriceMove,,1411,,,,,,,H,,,left,50,42,,,,,,,,,
,,1412,TrainExchanged,,D,,,,H,,800,,,,,,,,,,,5,D
,,1413,Passed,,,,NYNH,,,,,,,,,,,,,,,,
,,1414,PrivateBuySkipped,,,,,,H,,,,,,,,,,,,,,
OperatingRound,,1415,,,,,,,,9.2,,,,,,,,,,,,,
CompanyOperated,,1416,,y,,,,,C&O,,,,,,,,,,,,,,
,,1417,Passed,,,,O,,,,,,,,,,,,,,,,
,,1418,TokenSkipped,,,,,,O,,,,,,,,,,,,,,
,,1419,TrainRan,,250,,,,O,,,,,,,,,6,G19-G17-H18-I19-H16-I15,,,,
,,1420,DividendPayed,,250,,,,O,,,,,,,,,,,25,,,
SharePriceMove,,1421,,,,,,,O,,,right,260,280,,,,,,,,,
,,1422,Passed,,,,O,,,,,,,,,,,,,,,,
,,1423,PrivateBuySkipped,,,,,,O,,,,,,,,,,,,,,
CompanyOperated,,1424,,n,,,,,NYC,,,,,,,,,,,,,,
,,1425,TilePlaced,,,,,,C,,,,,,G15,28,4,,,,,,
,,1426,TokenSkipped,,,,,,C,,,,,,,,,,,,,,
,,1427,TrainRan,,240,,,,C,,,,,,,,,6,H18-G17-G19-F20-E19-E11,,,,
,,1428,DividendPayed,,240,,,,C,,,,,,,,,,,24,,,
SharePriceMove,,1429,,,,,,,C,,,right,240,260,,,,,,,,,
,,1430,Passed,,,,NYC,,,,,,,,,,,,,,,,
,,1431,PrivateBuySkipped,,,,,,C,,,,,,,,,,,,,,
CompanyOperated,,1432,,e,,,,,B&O,,,,,,,,,,,,,,
,,1433,Passed,,,,O,,,,,,,,,,,,,,,,
,,1434,TokenSkipped,,,,,,O,,,,,,,,,,,,,,
,,1435,TrainRan,,370,,,,O,,,,,,,,,D,K13-J14-I15-H16-I19-H18-G17-G19-F20-E19,,,,
,,1436,DividendPayed,,370,,,,O,,,,,,,,,,,37,,,
SharePriceMove,,1437,,,,,,,O,,,right,200,220,,,,,,,,,
,,1438,Passed,,,,O,,,,,,,,,,,,,,,,
,,1439,PrivateBuySkipped,,,,,,O,,,,,,,,,,,,,,
CompanyOperated,,1440,,y,,,,,ERIE,,,,,,,,,,,,,,
,,1441,Passed,,,,ERIE,,,,,,,,,,,,,,,,
,,1442,TokenSkipped,,,,,,E,,,,,,,,,,,,,,
,,1443,TrainRan,,220,,,,E,,,,,,,,,5,F2-H4-F10-E11-E23,,,,
,,1444,DividendPayed,,220,,,,E,,,,,,,,,,,22,,,
SharePriceMove,,1445,,,,,,,E,,,right,140,155,,,,,,,,,
,,1446,Passed,,,,ERIE,,,,,,,,,,,,,,,,
,,1447,PrivateBuySkipped,,,,,,E,,,,,,,,,,,,,,
CompanyOperated,,1448,,y,,,,,PRR,,,,,,,,,,,,,,
,,1449,TilePlaced,,,,,,R,,,,,,I7,9,1,,,,,,
,,1450,TokenSkipped,,,,,,R,,,,,,,,,,,,,,
,,1451,TrainRan,,210,,,,R,,,,,,,,,D,F2-H4-H10-H12-I15,,,,
,,1452,DividendPayed,,210,,,,R,,,,,,,,,,,21,,,
SharePriceMove,,1453,,,,,,,R,,,right,120,130,,,,,,,,,
,,1454,Passed,,,,PRR,,,,,,,,,,,,,,,,
,,1455,PrivateBuySkipped,,,,,,R,,,,,,,,,,,,,,
CompanyOperated,,1456,,y,,,,,B&M,,,,,,,,,,,,,,
,,1457,Passed,,,,M,,,,,,,,,,,,,,,,
,,1458,TokenSkipped,,,,,,M,,,,,,,,,,,,,,
,,1459,TrainRan,,160,,,,M,,,,,,,,,D,G19-G17-E23-F24,,,,
,,1460,DividendPayed,,160,,,,M,,,,,,,,,,,16,,,
SharePriceMove,,1461,,,,,,,M,,,up,80,90,,,,,,,,,
,,1462,TrainBuySkipped,,,,,,M,,,,,,,,,,,,,,
,,1463,PrivateBuySkipped,,,,,,M,,,,,,,,,,,,,,
CompanyOperated,,1464,,e,,,,,CPR,,,,,,,,,,,,,,
,,1465,TilePlaced,,,,,,R,,,,,,D10 (Hamilton & Toronto),67,2,,,,,,
,,1466,TokenSkipped,,,,,,R,,,,,,,,,,,,,,
,,1467,TrainRan,,200,,,,R,,,,,,,,,5,A11-B10-D10-E11-D14,,,,
,,1468,DividendWithheld,,200,,,,R,,,,,,,,,,,,,,
SharePriceMove,,1469,,,,,,,R,,,left,65,58,,,,,,,,,
,,1470,Passed,,,,CPR,,,,,,,,,,,,,,,,
,,1471,PrivateBuySkipped,,,,,,R,,,,,,,,,,,,,,
CompanyOperated,,1472,,n,,,,,NYNH,,,,,,,,,,,,,,
,,1473,TilePlaced,,,,,,H,,,,,,G15,46,0,,,,,,
,,1474,TokenSkipped,,,,,,H,,,,,,,,,,,,,,
,,1475,TrainRan,,350,,,,H,,,,,,,,,D,G19-G17-E19-F20-G19-G17-H18-I19-I15,,,,
,,1476,DividendPayed,,350,,,,H,,,,,,,,,,,35,,,
SharePriceMove,,1477,,,,,,,H,,,right,42,50,,,,,,,,,
,,1478,Passed,,,,NYNH,,,,,,,,,,,,,,,,
,,1479,PrivateBuySkipped,,,,,,H,,,,,,,,,,,,,,
OperatingRound,,1480,,,,,,,,9.3,,,,,,,,,,,,,
CompanyOperated,,1481,,y,,,,,C&O,,,,,,,,,,,,,,
,,1482,Passed,,,,O,,,,,,,,,,,,,,,,
,,1483,TokenSkipped,,,,,,O,,,,,,,,,,,,,,
,,1484,TrainRan,,250,,,,O,,,,,,,,,6,G19-G17-H18-I19-H16-I15,,,,
,,1485,DividendPayed,,250,,,,O,,,,,,,,,,,25,,,
SharePriceMove,,1486,,,,,,,O,,,right,280,300,,,,,,,,,
,,1487,Passed,,,,O,,,,,,,,,,,,,,,,
,,1488,PrivateBuySkipped,,,,,,O,,,,,,,,,,,,,,
CompanyOperated,,1489,,n,,,,,NYC,,,,,,,,,,,,,,
,,1490,TilePlaced,,,,,,C,,,,,,D8,8,3,,,,,,
,,1491,TokenSkipped,,,,,,C,,,,,,,,,,,,,,
,,1492,TrainRan,,270,,,,C,,,,,,,,,6,G19-E19-D14-E11-D10-B10,,,,
,,1493,DividendPayed,,270,,,,C,,,,,,,,,,,27,,,
SharePriceMove,,1494,,,,,,,C,,,right,260,280,,,,,,,,,
,,1495,Passed,,,,NYC,,,,,,,,,,,,,,,,
,,1496,PrivateBuySkipped,,,,,,C,,,,,,,,,,,,,,
CompanyOperated,,1497,,e,,,,,B&O,,,,,,,,,,,,,,
,,1498,Passed,,,,O,,,,,,,,,,,,,,,,
,,1499,TokenSkipped,,,,,,O,,,,,,,,,,,,,,
,,1500,TrainRan,,370,,,,O,,,,,,,,,D,K13-J14-I15-H16-I19-H18-G17-G19-F20-E19,,,,
,,1501,DividendPayed,,370,,,,O,,,,,,,,,,,37,,,
SharePriceMove,,1502,,,,,,,O,,,right,220,240,,,,,,,,,
,,1503,Passed,,,,O,,,,,,,,,,,,,,,,
,,1504,PrivateBuySkipped,,,,,,O,,,,,,,,,,,,,,
CompanyOperated,,1505,,y,,,,,ERIE,,,,,,,,,,,,,,
,,1506,Passed,,,,ERIE,,,,,,,,,,,,,,,,
,,1507,TokenSkipped,,,,,,E,,,,,,,,,,,,,,
,,1508,TrainRan,,220,,,,E,,,,,,,,,5,F2-H4-F10-E11-E23,,,,
,,1509,DividendPayed,,220,,,,E,,,,,,,,,,,22,,,
SharePriceMove,,1510,,,,,,,E,,,right,155,170,,,,,,,,,
,,1511,Passed,,,,ERIE,,,,,,,,,,,,,,,,
